번호,기간,고급휘발유,휘발유,경유,실내등유
A0033243,20260629,2398,1898,1878,0
A0007063,20260629,2428,1989,1989,1698
A0007114,20260629,2425,1895,1895,1550
A0007124,20260629,0,1968,1968,0
A0007026,20260629,0,1938,1938,0
A0033357,20260629,0,1988,1958,0
A0007050,20260629,2548,1978,1968,1748
A0007084,20260629,2448,1934,1934,0
A0007108,20260629,0,1969,1959,1450
A0007121,20260629,0,2029,2025,1600
A0006944,20260629,0,2028,2028,0
A0007105,20260629,0,1894,1884,0
A0007027,20260629,2438,2038,2028,1780
A0007089,20260629,2347,1959,1953,1595
A0006983,20260629,0,1959,1952,0
A0007086,20260629,2358,1935,1935,0
A0007091,20260629,2347,1938,1902,0
A0025925,20260629,2394,1934,1924,1595
A0033314,20260629,0,2099,2099,1850
A0007080,20260629,2459,1869,1809,1539
A0007034,20260629,2405,1895,1895,0
A0006996,20260629,0,1898,1888,1550
A0006899,20260629,0,1935,1953,0
A0008481,20260629,0,1890,1872,0
A0007081,20260629,0,1978,1978,1549
A0007039,20260629,2403,1892,1889,0
A0007123,20260629,0,2007,1987,1600
A0007025,20260629,0,1986,1966,1600
A0007004,20260629,0,1958,1958,1600
A0007103,20260629,2425,1994,1994,1600
A0007046,20260629,0,1989,1989,0
A0007106,20260629,0,2067,2067,0
A0006852,20260629,2496,2032,2032,0
A0006917,20260629,0,2028,1998,1600
A0007054,20260629,0,2017,1997,1800
A0006898,20260629,0,1995,1994,1695
A0007064,20260629,0,1958,1958,0
A0007014,20260629,2430,1935,1935,1700
A0006977,20260629,0,1935,1935,0
A0007045,20260629,0,2035,2025,1780
A0007122,20260629,0,1895,1894,1695
A0006936,20260629,0,1999,1999,0
A0006894,20260629,2380,1938,1928,1700
A0006973,20260629,0,1999,1989,0
A0006908,20260629,0,1917,1917,0
A0007051,20260629,0,2157,2058,0
A0007066,20260629,0,1895,1895,0
A0006903,20260629,0,1938,1938,1800
A0006922,20260629,0,1999,1999,1700
A0006997,20260629,0,2049,2039,0
A0001169,20260629,0,1958,1948,0
A0006889,20260629,0,1968,1968,0
A0007013,20260629,0,1899,1899,0
A0001888,20260629,0,1998,1968,0
A0006937,20260629,0,2018,2018,0
A0033634,20260629,0,1914,1894,0
A0033633,20260629,0,1919,1899,0
A0006912,20260629,0,1938,1938,1670
A0006911,20260629,0,1935,1935,0
A0001560,20260629,0,1985,1975,1600
A0006989,20260629,0,1998,1998,0
A0006906,20260629,0,2029,1999,0
A0007096,20260629,0,1895,1895,0
A0006956,20260629,0,1895,1895,0
A0007048,20260629,2447,1902,1910,0
A0007041,20260629,2441,1895,1899,1750
A0011355,20260629,2538,1999,1998,0
A0007028,20260629,0,2055,2035,0
A0007079,20260629,0,1938,1938,0
A0007109,20260629,0,1894,1894,0
A0007065,20260629,0,1968,1958,0
A0003432,20260629,0,1856,1847,0
A0002974,20260629,0,1983,1997,1650
A0010210,20260629,0,1989,1987,0
A0003424,20260629,0,1983,1997,1650
A0002829,20260629,0,2038,2038,1650
A0008829,20260629,0,1998,1863,1698
A0006992,20260629,2320,1865,1858,1650
A0010999,20260629,0,1975,1965,0
A0015765,20260629,0,2034,2024,1650
A0003256,20260629,0,1879,1859,1550
A0003298,20260629,0,1983,1979,0
A0003295,20260629,0,2065,2065,1650
A0003161,20260629,0,1999,1999,0
A0002824,20260629,2350,1890,1895,0
A0004363,20260629,2455,1895,1893,1600
A0010209,20260629,0,1940,1960,0
A0033814,20260629,2399,1969,1979,0
A0033813,20260629,2399,1969,1979,0
A0003386,20260629,0,1998,1998,0
A0003327,20260629,2438,1989,2038,0
A0003412,20260629,0,1889,1879,0
A0008724,20260629,0,2059,2069,1650
A0003286,20260629,0,1998,1998,1650
A0003240,20260629,0,2024,2013,0
A0033749,20260629,2353,1893,1885,0
A0017485,20260629,0,1995,1985,1550
A0007625,20260629,0,1948,1938,0
A0002834,20260629,2398,1998,1995,0
A0003050,20260629,0,2057,2057,0
A0000794,20260629,0,1869,1849,0
A0033067,20260629,0,1985,1985,0
A0003307,20260629,0,2014,2009,1600
A0003304,20260629,0,2014,2009,1600
A0003529,20260629,2454,1895,1885,1600
A0002808,20260629,0,1869,1849,0
A0009544,20260629,0,1895,1885,0
A0002812,20260629,0,2029,1999,1700
A0003399,20260629,0,1864,1996,0
A0003036,20260629,0,1968,1968,1500
A0002985,20260629,0,1983,1983,0
A0002858,20260629,0,1869,1869,1600
A0003423,20260629,0,1968,1968,1600
A0003186,20260629,0,1945,1939,0
A0002763,20260629,0,2045,2045,1600
A0003303,20260629,0,2015,2015,1580
A0003312,20260629,0,2031,2029,1650
A0002857,20260629,0,1938,1879,0
A0002900,20260629,0,2004,1993,1640
A0002854,20260629,0,1975,1925,0
A0024679,20260629,0,1869,1849,0
A0003290,20260629,0,1889,1879,0
A0002814,20260629,0,1895,1885,1600
A0003421,20260629,0,2028,2058,0
A0003302,20260629,0,2009,2009,1550
A0002837,20260629,0,1869,1849,0
A0002917,20260629,0,2030,2030,0
A0003417,20260629,0,1929,1919,0
A0003367,20260629,0,1947,1947,0
A0003359,20260629,0,1939,1939,0
A0003077,20260629,0,1988,1988,1650
A0003403,20260629,2479,2034,2023,0
A0002973,20260629,0,1994,1992,0
A0002833,20260629,0,2038,2035,1700
A0009749,20260629,0,1998,1998,1700
A0002915,20260629,0,1945,1948,1600
A0003415,20260629,0,2045,2045,1750
A0002806,20260629,0,1987,1987,1650
A0014399,20260629,0,2030,2029,0
A0033301,20260629,0,2019,2019,1550
A0007205,20260629,0,1969,1949,1595
A0003047,20260629,0,1945,1945,0
A0003232,20260629,0,1869,1849,1500
A0015631,20260629,0,1999,1997,1550
A0002901,20260629,0,2027,2027,1700
A0003299,20260629,0,1895,1935,0
A0002914,20260629,0,2059,2059,0
A0002831,20260629,0,2009,1998,1600
A0003208,20260629,0,1989,1899,0
A0003244,20260629,2389,1979,1925,0
A0002909,20260629,0,1856,1856,0
A0003310,20260629,0,2009,2006,1600
A0002783,20260629,0,1985,1995,1700
A0002034,20260629,0,1895,1895,1599
A0002855,20260629,0,1920,1915,0
A0002999,20260629,0,2045,2045,1950
A0000528,20260629,0,1978,1978,1600
A0002863,20260629,0,1939,1915,0
A0003204,20260629,0,2015,1959,0
A0002996,20260629,0,1989,1949,1600
A0003314,20260629,0,1833,1983,0
A0002785,20260629,0,1886,1877,0
A0003357,20260629,0,1862,1848,0
A0003250,20260629,0,1995,1995,1600
A0002963,20260629,0,1854,1854,0
A0002922,20260629,2353,1893,1885,0
A0002982,20260629,0,1925,1845,1700
A0026047,20260629,0,1978,1938,0
A0003184,20260629,0,1886,1998,1500
A0003419,20260629,0,1869,1848,0
A0001949,20260629,2411,1930,1910,0
A0001980,20260629,0,1939,1965,0
A0001939,20260629,0,1968,1958,1530
A0001922,20260629,0,1985,1985,0
A0008227,20260629,0,1995,1995,1600
A0008207,20260629,2339,1940,1904,0
A0018991,20260629,2324,1943,1904,1678
A0001952,20260629,2337,1940,1914,0
A0001946,20260629,2337,1940,1924,1683
A0001950,20260629,2295,1895,1885,0
A0008198,20260629,2295,1895,1885,0
A0000263,20260629,0,1989,1965,0
A0000180,20260629,0,1999,1985,1600
A0001983,20260629,2370,1995,1985,0
A0008187,20260629,0,1999,1985,0
A0008133,20260629,0,2009,2049,1650
A0001904,20260629,0,1935,1925,0
A0001913,20260629,0,1997,1996,1730
A0001978,20260629,0,1847,1827,0
A0001961,20260629,2380,1887,1877,0
A0008193,20260629,2295,1938,1938,0
A0000215,20260629,2498,2048,2048,1697
A0008179,20260629,0,1894,1884,0
A0001893,20260629,0,2073,2098,0
A0008216,20260629,0,1995,1985,0
A0005592,20260629,0,1979,1869,0
A0001905,20260629,0,2095,2085,0
A0001938,20260629,0,1997,1995,1600
A0001979,20260629,0,1928,1910,0
A0009898,20260629,2435,1905,1899,1550
A0001853,20260629,2488,1938,1912,1820
A0010187,20260629,0,1895,1885,0
A0001856,20260629,0,2038,1988,1798
A0008158,20260629,2295,1895,1885,1700
A0001881,20260629,2294,2145,2128,0
A0005030,20260629,0,1911,1911,0
A0005003,20260629,0,1885,1885,1480
A0004817,20260629,0,1999,1989,1600
A0004991,20260629,2360,1934,1903,0
A0004417,20260629,0,1844,1844,0
A0032669,20260629,0,1919,1894,0
A0004339,20260629,0,1929,1919,0
A0004738,20260629,0,1985,1985,0
A0012067,20260629,0,1945,1915,0
A0004975,20260629,2454,1999,1929,1650
A0004712,20260629,0,1953,1943,0
A0006122,20260629,2264,1844,1844,0
A0004819,20260629,0,1883,1883,0
A0004398,20260629,0,1998,1998,0
A0004221,20260629,0,2035,2029,0
A0004998,20260629,0,2093,2093,1500
A0004496,20260629,0,2037,2027,0
A0004520,20260629,0,1958,1948,1600
A0004285,20260629,0,1995,1965,1590
A0004424,20260629,2345,2005,1995,0
A0017725,20260629,0,1885,1885,0
A0004251,20260629,0,1998,1988,1950
A0000201,20260629,0,1958,1948,1700
A0004592,20260629,0,1999,1989,1500
A0004780,20260629,0,1883,1883,0
A0005034,20260629,2264,1864,1854,1500
A0000732,20260629,0,2068,1978,1680
A0004926,20260629,2394,1894,1894,0
A0002736,20260629,0,1894,1894,0
A0004487,20260629,2438,1997,1987,1700
A0004589,20260629,2438,1997,1987,1700
A0004365,20260629,0,1998,1997,1600
A0004828,20260629,2313,1884,1883,0
A0004613,20260629,0,1854,1854,0
A0004253,20260629,0,1897,1877,1700
A0004351,20260629,0,1945,1945,1600
A0004808,20260629,0,1883,1883,0
A0004627,20260629,0,1959,1849,0
A0004821,20260629,0,1983,1968,0
A0005051,20260629,0,1989,1979,1700
A0004399,20260629,0,2295,2195,0
A0033396,20260629,0,1994,1984,1500
A0004544,20260629,0,1849,1849,0
A0004306,20260629,0,1998,1998,1600
A0004407,20260629,0,1996,1995,1650
A0004784,20260629,0,2065,2055,1700
A0004545,20260629,0,1939,1936,0
A0004735,20260629,0,1989,1978,1650
A0004542,20260629,0,1937,1937,0
A0004794,20260629,0,2039,1939,0
A0033559,20260629,0,1945,1935,1600
A0004882,20260629,0,1945,1935,1550
A0033132,20260629,2320,1874,1864,0
A0005002,20260629,0,1864,1864,0
A0004886,20260629,0,1994,1984,1700
A0004931,20260629,0,1884,1883,0
A0004279,20260629,0,2018,1995,0
A0004552,20260629,0,1939,1939,0
A0033387,20260629,0,1909,1899,0
A0033233,20260629,2439,1909,1899,0
A0033789,20260629,0,1895,1899,0
A0033038,20260629,2459,1909,1899,1350
A0033409,20260629,0,1895,1899,1569
A0004420,20260629,0,1895,1899,1559
A0004759,20260629,0,1999,1999,0
A0004822,20260629,0,1965,1965,0
A0004832,20260629,0,2015,2015,1590
A0004273,20260629,0,1914,1898,1650
A0004452,20260629,0,1995,1965,1590
A0004826,20260629,0,1885,1885,1580
A0004848,20260629,2394,1984,1974,1500
A0004855,20260629,0,2015,1995,1620
A0004333,20260629,0,1997,1989,1700
A0001865,20260629,0,1968,1958,1550
A0005000,20260629,0,1989,1939,0
A0004887,20260629,0,1984,1954,1650
A0004617,20260629,0,1844,1844,1500
A0004778,20260629,0,1998,1997,1700
A0006365,20260629,0,2038,2028,0
A0006587,20260629,0,1975,1975,1650
A0006698,20260629,0,1998,1998,1700
A0006813,20260629,0,2028,2068,1650
A0006437,20260629,2498,1998,1998,1680
A0006621,20260629,0,1969,1964,1700
A0006510,20260629,0,1979,1974,1620
A0006724,20260629,0,2018,2008,1600
A0003997,20260629,0,1998,1998,1650
A0006619,20260629,2447,1966,1955,1600
A0004156,20260629,0,1977,1967,0
A0009780,20260629,0,1897,1889,1650
A0009115,20260629,0,1989,1979,1650
A0006040,20260629,0,1979,1974,1620
A0006322,20260629,0,1999,1999,1700
A0033224,20260629,0,1975,1965,1680
A0006620,20260629,2598,1968,1958,0
A0006387,20260629,0,2058,2048,1700
A0003787,20260629,0,1998,1998,1600
A0006466,20260629,0,1893,1887,1600
A0010159,20260629,0,1997,1997,1600
A0006506,20260629,2548,2019,1899,1700
A0006350,20260629,0,2048,2048,1700
A0011125,20260629,0,1964,1979,0
A0006514,20260629,0,1987,1977,1600
A0006417,20260629,0,2168,2198,0
A0006556,20260629,0,0,0,1600
A0006385,20260629,2465,1977,1967,0
A0006386,20260629,0,1895,1999,1650
A0006717,20260629,0,2030,2020,1620
A0006400,20260629,0,2088,2078,1620
A0006811,20260629,2398,1999,1998,0
A0006761,20260629,0,1893,1887,1600
A0006723,20260629,0,2018,2008,1620
A0006388,20260629,0,2018,2008,0
A0006720,20260629,0,2018,2008,1620
A0006384,20260629,2430,1999,1999,1650
A0005688,20260629,2394,1964,1954,1680
A0033085,20260629,0,1899,1889,0
A0033086,20260629,0,1899,1889,0
A0006455,20260629,0,1910,1955,0
A0033230,20260629,0,1998,1988,1620
A0006721,20260629,0,1998,1988,1620
A0000527,20260629,0,1998,1989,0
A0005146,20260629,0,1995,1995,1600
A0006434,20260629,0,1998,1998,1600
A0033742,20260629,0,1996,1989,0
A0033743,20260629,0,1996,1989,0
A0006404,20260629,2498,1977,1967,0
A0003991,20260629,0,1894,1887,0
A0003661,20260629,0,1935,1935,1640
A0006535,20260629,0,1998,1997,0
A0005807,20260629,0,1893,1887,1650
A0006313,20260629,0,1993,1989,1650
A0028962,20260629,0,1995,1989,0
A0010711,20260629,0,1897,1889,1650
A0006479,20260629,0,2038,2028,1650
A0004186,20260629,0,2029,2019,1650
A0004021,20260629,0,2069,2059,0
A0004195,20260629,2450,1899,1889,1650
A0003721,20260629,0,1960,1916,1600
A0003699,20260629,0,1975,1975,1600
A0008283,20260629,0,1975,1975,1650
A0004192,20260629,0,1998,1998,0
A0003562,20260629,0,1969,1969,1500
A0004001,20260629,0,2025,2010,1685
A0009699,20260629,2479,1931,1920,1505
A0004066,20260629,2479,1931,1920,0
A0003988,20260629,0,1885,1839,0
A0004208,20260629,0,1988,1988,0
A0003845,20260629,0,2009,2029,1700
A0003493,20260629,0,1969,1959,0
A0015779,20260629,0,2049,2049,1600
A0003582,20260629,0,2029,2019,1600
A0003527,20260629,0,2015,2015,0
A0003674,20260629,0,1995,1985,1650
A0033165,20260629,0,2029,1989,0
A0003657,20260629,0,1885,1855,1600
A0003786,20260629,2538,1978,2003,1650
A0003578,20260629,0,2029,2025,1600
A0004139,20260629,0,2038,1898,0
A0003951,20260629,0,1995,1995,0
A0033051,20260629,0,1999,1999,1600
A0033666,20260629,0,2020,2010,1610
A0003765,20260629,0,1999,1929,1600
A0003901,20260629,0,1995,1978,1570
A0003555,20260629,0,1978,1898,1600
A0031202,20260629,0,2059,2059,0
A0003807,20260629,0,2029,2029,1600
A0003729,20260629,0,2010,1916,1600
A0001090,20260629,0,2035,1995,0
A0033162,20260629,0,2018,1968,0
A0003856,20260629,0,2048,2048,1750
A0003512,20260629,0,2098,1997,1750
A0003483,20260629,0,1889,1859,0
A0005834,20260629,0,1999,1999,0
A0003691,20260629,0,2045,2035,1600
A0004053,20260629,0,2019,2019,1580
A0000993,20260629,0,1999,1979,1600
A0003579,20260629,0,1999,1999,1650
A0003812,20260629,0,2095,2095,1650
A0003987,20260629,0,1885,1855,0
A0004083,20260629,0,1923,1918,0
A0003958,20260629,0,2039,2029,1650
A0004060,20260629,0,2005,1999,0
A0020178,20260629,0,1968,1968,0
A0004054,20260629,0,1999,1990,1550
A0019386,20260629,0,2019,1875,0
A0003556,20260629,0,1997,2027,1600
A0008467,20260629,0,1979,1969,1599
A0003507,20260629,0,1999,1968,1600
A0003784,20260629,0,2069,2059,1700
A0003944,20260629,0,2059,2049,1650
A0010220,20260629,0,1930,1920,0
A0010222,20260629,0,1930,1920,0
A0003922,20260629,0,1949,1939,1650
A0003943,20260629,0,2030,2020,1600
A0003999,20260629,0,1998,1998,1570
A0003611,20260629,2549,2039,2029,0
A0003915,20260629,0,2029,2019,1600
A0003754,20260629,0,2030,2030,0
A0003715,20260629,0,1919,1909,1650
A0003540,20260629,0,1929,1919,1600
A0004173,20260629,0,2039,2029,1700
A0003558,20260629,0,2075,2075,1650
A0004174,20260629,0,2029,2019,0
A0011912,20260629,0,1879,1869,1700
A0009614,20260629,0,2059,2049,1800
A0033601,20260629,2495,1999,2038,0
A0004375,20260629,0,2098,2075,1700
A0004224,20260629,0,2059,2059,1800
A0004361,20260629,0,2079,2059,1550
A0033676,20260629,0,2155,2095,1600
A0011883,20260629,0,1998,1998,1690
A0004272,20260629,0,2099,2079,0
A0011901,20260629,0,2019,2019,1550
A0004267,20260629,0,2069,2069,1700
A0004368,20260629,0,1980,1980,0
A0004395,20260629,0,2030,2020,1550
A0004878,20260629,0,1999,1999,1550
A0033609,20260629,0,1999,1989,1550
A0004885,20260629,0,1999,1989,1550
A0004344,20260629,0,2039,2035,1550
A0011890,20260629,0,2009,1999,0
A0004771,20260629,0,2030,2020,1550
A0003269,20260629,0,1879,1869,0
A0002231,20260629,0,1875,1875,0
A0007529,20260629,2443,1928,1924,0
A0002641,20260629,0,1899,1894,0
A0002640,20260629,0,1899,1894,0
A0033189,20260629,2395,1872,1809,0
A0033197,20260629,2395,1872,1809,0
A0002576,20260629,0,1863,1797,1510
A0002075,20260629,0,1997,1987,0
A0033278,20260629,2395,1872,1915,0
A0002108,20260629,0,1862,1846,0
A0007406,20260629,0,1898,1898,1650
A0011823,20260629,2365,1875,1875,1550
A0033525,20260629,0,1869,1915,0
A0002563,20260629,0,1995,1985,0
A0002088,20260629,2453,1989,1958,0
A0002449,20260629,0,1879,1859,0
A0033371,20260629,0,1995,1985,0
A0007419,20260629,0,1889,1879,0
A0007416,20260629,0,1979,1969,1650
A0033662,20260629,0,1862,1808,0
A0033186,20260629,0,1899,1899,1750
A0033042,20260629,0,1875,1875,0
A0002445,20260629,0,1989,1989,0
A0033799,20260629,2360,1875,1875,0
A0002883,20260629,0,1997,1997,0
A0002160,20260629,0,1875,1875,0
A0002109,20260629,2569,2039,2019,0
A0002186,20260629,0,2089,2079,1700
A0033701,20260629,2388,1998,1985,0
A0007421,20260629,2424,1932,1899,0
A0002264,20260629,0,1935,1895,0
A0002545,20260629,2453,1995,1978,0
A0002281,20260629,0,2043,2034,0
A0033721,20260629,2385,1945,1935,0
A0033736,20260629,2385,1955,1945,0
A0033705,20260629,2315,1895,1885,0
A0008847,20260629,0,1874,1859,0
A0007436,20260629,2497,1997,1997,0
A0008827,20260629,2322,1922,1932,0
A0008911,20260629,2447,1997,1987,1600
A0008915,20260629,2325,1945,1935,0
A0008843,20260629,0,1959,1949,0
A0008789,20260629,2394,1998,1968,1700
A0032954,20260629,2397,1969,1949,0
A0001912,20260629,0,1999,1959,0
A0005122,20260629,2390,1953,1953,0
A0008850,20260629,2287,1876,1873,0
A0000920,20260629,0,1999,1999,0
A0005315,20260629,2379,1968,1947,0
A0033422,20260629,0,1945,1935,0
A0008912,20260629,2403,1932,1914,1704
A0007495,20260629,2445,1928,1934,0
A0007468,20260629,2405,1928,1915,0
A0007299,20260629,0,1937,1909,0
A0007492,20260629,2400,1933,1928,0
A0007489,20260629,2400,1928,1918,0
A0007247,20260629,0,1932,1925,1629
A0008914,20260629,2599,1937,1925,1614
A0008710,20260629,2350,1933,1914,0
A0008909,20260629,2298,1878,1868,0
A0007476,20260629,0,1870,1830,0
A0007192,20260629,0,1975,1985,1600
A0008807,20260629,0,1922,1898,0
A0008750,20260629,0,1847,1795,0
A0008916,20260629,0,1825,1795,0
A0007234,20260629,0,1985,1985,0
A0001873,20260629,0,1968,1958,0
A0008836,20260629,2550,1975,1965,0
A0008804,20260629,2459,1917,1887,0
A0008913,20260629,2325,1917,1888,0
A0008870,20260629,2493,1985,1995,0
A0033263,20260629,0,1949,1939,0
A0007507,20260629,2397,1925,1910,0
A0008852,20260629,2345,1869,1859,0
A0008820,20260629,0,1873,1898,0
A0009318,20260629,2295,1879,1872,0
A0008900,20260629,0,1895,1895,1550
A0008842,20260629,0,1895,1875,0
A0008860,20260629,2295,1878,1868,0
A0033374,20260629,2322,1889,1949,0
A0007471,20260629,2390,1949,1965,0
A0008851,20260629,2345,1894,1887,0
A0007502,20260629,2380,1925,1895,0
A0000012,20260629,2378,1956,1946,0
A0033777,20260629,0,1969,1979,0
A0033778,20260629,0,1969,1979,0
A0033714,20260629,2395,1964,1935,0
A0007488,20260629,0,1999,1997,0
A0008904,20260629,0,1999,1982,0
A0006152,20260629,2295,1895,1875,0
A0007218,20260629,0,1898,1879,1670
A0007265,20260629,0,1998,1986,1700
A0008793,20260629,2324,1894,1884,1699
A0007129,20260629,0,1895,1875,0
A0005622,20260629,2453,1985,1975,0
A0007130,20260629,0,1879,1869,0
A0008903,20260629,2495,1870,1894,0
A0008897,20260629,0,2099,2089,0
A0007243,20260629,2399,1999,1989,1600
A0033484,20260629,0,1875,1875,0
A0007287,20260629,0,1958,1948,1600
A0033445,20260629,2295,1875,1875,0
A0008826,20260629,0,1928,1887,0
A0033803,20260629,2315,1895,1885,0
A0000269,20260629,0,1998,1998,1600
A0007444,20260629,0,1987,1984,1550
A0033552,20260629,2355,1889,1879,1500
A0008698,20260629,0,1975,1965,0
A0033727,20260629,2490,1980,1945,0
A0008898,20260629,2365,1948,1938,1800
A0008685,20260629,0,2018,2008,0
A0008902,20260629,2397,1847,1827,0
A0007535,20260629,2391,1895,1887,0
A0007286,20260629,0,1968,1958,1580
A0007145,20260629,0,1979,1979,0
A0007157,20260629,2365,1885,1895,0
A0007335,20260629,0,2068,2068,0
A0033475,20260629,0,1945,1925,0
A0002318,20260629,0,2049,2039,0
A0008864,20260629,2375,1975,1945,0
A0033753,20260629,2295,1875,1875,0
A0006988,20260629,2363,1873,1858,0
A0007275,20260629,0,1988,1988,1700
A0007307,20260629,0,1968,1959,0
A0033280,20260629,2295,1875,1875,0
A0008883,20260629,2350,1882,1872,0
A0007470,20260629,0,1895,1895,0
A0008905,20260629,0,2018,2018,1650
A0007296,20260629,0,1975,1965,1600
A0007197,20260629,2385,1938,1929,1600
A0007220,20260629,2454,2034,1998,0
A0008822,20260629,0,1998,1988,1590
A0007438,20260629,0,1988,1995,1700
A0007484,20260629,0,1975,1975,0
A0008662,20260629,2440,1998,1988,1650
A0008713,20260629,0,1935,1925,0
A0008853,20260629,0,1870,1870,0
A0007184,20260629,0,2028,2018,0
A0033786,20260629,2444,1899,1889,1650
A0007206,20260629,0,1965,1968,1600
A0008854,20260629,0,2019,2018,1600
A0008684,20260629,0,2089,2098,1600
A0033336,20260629,0,1875,1875,0
A0008862,20260629,2325,1895,1899,0
A0008845,20260629,0,1998,1998,0
A0008821,20260629,0,1909,1887,0
A0003623,20260629,2499,1999,1989,0
A0008920,20260629,0,2040,2030,0
A0007159,20260629,0,1978,1988,1700
A0005633,20260629,0,2159,2148,0
A0008677,20260629,0,1998,1938,1600
A0007295,20260629,0,1895,1895,1550
A0007448,20260629,0,1882,1872,0
A0008906,20260629,2399,1882,1872,0
A0008798,20260629,0,2060,2050,0
A0008840,20260629,0,1932,1982,1700
A0008809,20260629,0,2038,1998,1700
A0002375,20260629,0,1878,1868,0
A0008889,20260629,2295,1895,1875,0
A0033070,20260629,2295,1895,1875,0
A0007450,20260629,0,1998,1996,0
A0007451,20260629,0,1998,1996,0
A0007500,20260629,0,1998,1996,0
A0033472,20260629,2320,1895,1890,0
A0007499,20260629,0,1989,1978,0
A0008818,20260629,0,1885,1875,1570
A0007236,20260629,0,2034,2023,0
A0008777,20260629,2394,1998,1968,0
A0007334,20260629,0,1878,1868,1850
A0007657,20260629,0,1998,1999,0
A0007162,20260629,0,1895,1895,0
A0007233,20260629,0,1999,1999,1800
A0004641,20260629,2369,1894,1894,0
A0008919,20260629,2375,1974,1964,0
A0008741,20260629,0,1998,1998,0
A0007196,20260629,0,2098,2088,0
A0009267,20260629,0,1870,1870,1700
A0008901,20260629,0,1878,1868,1650
A0007262,20260629,0,1948,1938,1700
A0008907,20260629,0,1986,1986,0
A0008895,20260629,2295,1875,1875,0
A0008720,20260629,0,1998,1999,0
A0008776,20260629,2428,1895,1899,0
A0015677,20260629,0,1999,1999,0
A0007316,20260629,0,1998,1989,0
A0007155,20260629,0,1895,1895,0
A0008846,20260629,0,2010,2050,0
A0008815,20260629,0,1872,1856,0
A0007478,20260629,2424,1970,1958,0
A0007285,20260629,0,1968,1998,0
A0008709,20260629,0,1999,2099,1600
A0033161,20260629,2325,1885,1875,1500
A0007176,20260629,2395,1965,1895,0
A0008736,20260629,0,1968,1948,0
A0008855,20260629,0,2015,2009,1600
A0002532,20260629,0,1895,1887,0
A0007443,20260629,0,2025,2015,1580
A0008910,20260629,0,1984,1978,0
A0033625,20260629,2440,1989,1875,1500
A0008782,20260629,0,1917,1879,0
A0007320,20260629,0,1965,1955,0
A0007434,20260629,0,1928,1938,1450
A0008890,20260629,2428,1895,1899,0
A0007201,20260629,0,2025,2025,0
A0007298,20260629,0,1965,1945,1550
A0008727,20260629,0,2045,2040,0
A0033534,20260629,2295,1875,1875,0
A0008792,20260629,2295,1875,1875,0
A0008670,20260629,0,1989,1979,1699
A0007273,20260629,0,1998,1989,0
A0033236,20260629,0,1979,1939,1550
A0033796,20260629,0,1979,1939,1550
A0006960,20260629,0,1998,1988,1500
A0007156,20260629,2487,1998,1998,0
A0007319,20260629,0,1928,1928,0
A0008893,20260629,2394,1984,1972,1640
A0008740,20260629,2390,1949,1965,0
A0008719,20260629,0,1995,1995,0
A0007276,20260629,0,1895,1895,0
A0008861,20260629,2380,1924,1920,0
A0008932,20260629,2390,1969,1939,1650
A0008190,20260629,0,2005,1995,1685
A0008176,20260629,0,2024,2024,1590
A0008225,20260629,2420,1942,1921,1630
A0008204,20260629,2415,1928,1916,1629
A0008150,20260629,0,1928,1924,1704
A0008167,20260629,0,1894,1884,0
A0008221,20260629,0,1895,1889,0
A0033329,20260629,0,1895,1889,0
A0008182,20260629,2455,1998,1993,1500
A0001894,20260629,2395,1865,1819,0
A0008197,20260629,0,1963,1963,0
A0001857,20260629,0,2034,2023,0
A0008132,20260629,0,1998,1998,0
A0008130,20260629,0,1894,1894,1600
A0008155,20260629,0,1998,1993,1500
A0008226,20260629,2295,1895,1895,1490
A0008165,20260629,0,1939,1939,1650
A0013145,20260629,0,1989,1979,0
A0033679,20260629,2449,1919,1904,0
A0008224,20260629,0,1877,1857,0
A0001837,20260629,0,2038,2026,0
A0000217,20260629,0,1998,1993,1600
A0001882,20260629,2487,1999,1999,0
A0008196,20260629,2380,1894,1884,0
A0005039,20260629,0,1957,1898,0
A0033183,20260629,0,1910,1890,0
A0004920,20260629,2351,1933,1903,1595
A0004997,20260629,0,1865,1828,0
A0004916,20260629,2297,1846,1826,0
A0004907,20260629,2359,1848,1789,1500
A0033553,20260629,2359,1860,1804,0
A0033586,20260629,2399,1865,1848,1799
A0015562,20260629,0,1883,1876,0
A0033487,20260629,0,1865,1848,0
A0004693,20260629,0,1985,1928,1710
A0000156,20260629,0,1998,1998,1750
A0005045,20260629,0,1848,1839,0
A0004963,20260629,2370,1899,1899,0
A0000027,20260629,0,1883,1876,0
A0004356,20260629,0,1899,1899,0
A0010102,20260629,2489,1898,1898,0
A0004908,20260629,0,1859,1877,0
A0004799,20260629,0,1848,1839,0
A0004278,20260629,0,1964,1949,1650
A0004243,20260629,2415,1965,1898,0
A0004834,20260629,0,1968,1948,0
A0004315,20260629,0,1964,1949,0
A0004529,20260629,0,1965,1928,0
A0005046,20260629,2298,1848,1839,0
A0000573,20260629,2359,1848,1839,0
A0004264,20260629,0,1848,1839,0
A0004969,20260629,0,1899,1889,0
A0004668,20260629,0,1983,1972,0
A0009381,20260629,2434,1904,1899,0
A0009767,20260629,2409,1895,1899,1705
A0009931,20260629,0,2015,1815,0
A0004646,20260629,0,1979,1979,0
A0009972,20260629,0,1909,1889,0
A0004310,20260629,2488,2006,2003,1690
