번호,지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0008226,경기 의왕시,서일석유(주)열린스타주유소,경기 의왕시 모락로 117,20260629,GS칼텍스,셀프,2295,1895,1895,1490
A0008165,경기 의왕시,오전주유소,경기 의왕시 백운로 62(오전동),20260629,GS칼텍스,일반,0,1939,1939,1650
A0013145,경기 의왕시,의왕청계주유소,경기 의왕시 안양판교로 476 (청계동),20260629,HD현대오일뱅크,일반,0,1989,1979,0
A0033679,경기 의왕시,지에스칼텍스(주)백운밸리주유소,경기 의왕 백운로 370,20260629,GS칼텍스,셀프,2449,1919,1904,0
A0008224,경기 의왕시,지지대셀프주유소,경기 의왕시 경수대로 112 (왕곡동),20260629,SK에너지,셀프,0,1877,1857,0
A0001837,경기 의왕시,청운주유소,경기 의왕시 안양판교로 461,20260629,GS칼텍스,셀프,0,2038,2026,0
A0000217,경기 의왕시,포일주유소,경기 의왕시 안양판교로 205 (청계동),20260629,HD현대오일뱅크,일반,0,1998,1993,1600
A0001882,경기 의왕시,행운주유소,경기 의왕시 덕영대로 171 (삼동),20260629,GS칼텍스,셀프,2487,1999,1999,0
A0008196,경기 의왕시,현대주유소,경기 의왕시 경수대로 347 (오전동),20260629,SK에너지,셀프,2380,1894,1884,0
A0005039,경기 의정부시,(주)유성주유소,경기 의정부시 송산로 913,20260629,SK에너지,셀프,0,1957,1898,0
A0033183,경기 의정부시,(주)케이엘페트로 의정부주유소/충전소,경기도 의정부시 구리포천고속도로 19(산곡동),20260629,HD현대오일뱅크,일반,0,1910,1890,0
A0004920,경기 의정부시,HD현대오일뱅크㈜직영 민락셀프주유소,경기 의정부시 충의로 91 (용현동),20260629,HD현대오일뱅크,셀프,2351,1933,1903,1595
A0004997,경기 의정부시,KH에너지㈜ 신곡주유소,경기 의정부시 금신로 153 (신곡동),20260629,SK에너지,셀프,0,1865,1828,0
A0004916,경기 의정부시,KH에너지㈜직영 의정부IC주유소/장암충전소,경기 의정부시 동일로 141,20260629,SK에너지,셀프,2297,1846,1826,0
A0004907,경기 의정부시,SK에너지(주) 엔크린셀프주유소,경기 의정부시 경의로 20 (의정부동),20260629,SK에너지,셀프,2359,1848,1789,1500
A0033553,경기 의정부시,SK에너지㈜ 고산셀프주유소,경기 의정부시 문충로 332,20260629,SK에너지,셀프,2359,1860,1804,0
A0033586,경기 의정부시,㈜대경유업 의정부셀프,경기 의정부시 용민로 293,20260629,HD현대오일뱅크,셀프,2399,1865,1848,1799
A0015562,경기 의정부시,㈜샘물에너지 샘물주유소,경기 의정부시 호국로 1696 (자일동),20260629,S-OIL,셀프,0,1883,1876,0
A0033487,경기 의정부시,㈜조은에너지 민락주유소,경기 의정부시 민락로 403,20260629,SK에너지,셀프,0,1865,1848,0
A0004693,경기 의정부시,구도일주유소 의정부,경기 의정부시 시민로 213 (신곡동),20260629,S-OIL,셀프,0,1985,1928,1710
A0000156,경기 의정부시,금오주유소,경기 의정부시 호국로 1582 (금오동),20260629,SK에너지,일반,0,1998,1998,1750
A0005045,경기 의정부시,기쁨가득주유소,경기 의정부시 경의로 45,20260629,SK에너지,셀프,0,1848,1839,0
A0004963,경기 의정부시,대성산업㈜ 의정부주유소,경기 의정부시 평화로 468 (의정부동),20260629,GS칼텍스,셀프,2370,1899,1899,0
A0000027,경기 의정부시,라온주유소,경기 의정부시 호국로 1844,20260629,S-OIL,셀프,0,1883,1876,0
A0004356,경기 의정부시,미래주유소,경기 의정부시 동일로 492 (신곡동),20260629,SK에너지,셀프,0,1899,1899,0
A0010102,경기 의정부시,법원셀프주유소,경기 의정부시 녹양로 5 (가능동),20260629,SK에너지,셀프,2489,1898,1898,0
A0004908,경기 의정부시,삼미상사㈜의정부주유소,경기 의정부시  의정로 82,20260629,SK에너지,셀프,0,1859,1877,0
A0004799,경기 의정부시,서울주유소,경기 의정부시 시민로 284,20260629,HD현대오일뱅크,셀프,0,1848,1839,0
A0004278,경기 의정부시,서현주유소,경기 의정부시 호국로 1755 (자일동),20260629,GS칼텍스,셀프,0,1964,1949,1650
A0004243,경기 의정부시,석천주유소,경기 의정부시 동일로 110 (장암동),20260629,SK에너지,셀프,2415,1965,1898,0
A0004834,경기 의정부시,신사주유소,경기 의정부시 호국로 937 (가능동),20260629,S-OIL,셀프,0,1968,1948,0
A0004315,경기 의정부시,신화에너지 제일주유소,경기 의정부시 호국로 1618 (금오동),20260629,자가상표,셀프,0,1964,1949,0
A0004529,경기 의정부시,씨앤에스유통㈜ 장암IC주유소,경기 의정부시 금신로 30 (신곡동),20260629,S-OIL,셀프,0,1965,1928,0
A0005046,경기 의정부시,의정부 코스모스주유소,경기 의정부시 평화로 593 (의정부동),20260629,S-OIL,셀프,2298,1848,1839,0
A0000573,경기 의정부시,이케이에너지(주) 예당주유소,경기 의정부시 의정로 10 (의정부동),20260629,HD현대오일뱅크,셀프,2359,1848,1839,0
A0004264,경기 의정부시,이케이에너지㈜ 바다주유소,경기 의정부시 시민로 367,20260629,HD현대오일뱅크,셀프,0,1848,1839,0
A0004969,경기 의정부시,일진주유소,경기 의정부시 평화로 133 (호원동),20260629,S-OIL,셀프,0,1899,1889,0
A0004668,경기 의정부시,장암주유소,경기 의정부시 동일로 30,20260629,HD현대오일뱅크,셀프,0,1983,1972,0
A0009381,경기 의정부시,지에스칼텍스㈜ 이마트의정부점,경기 의정부시 민락로 214,20260629,GS칼텍스,셀프,2434,1904,1899,0
A0009767,경기 의정부시,지에스칼텍스㈜ 호원주유소,경기 의정부시 평화로 317 (호원동),20260629,GS칼텍스,셀프,2409,1895,1899,1705
A0009931,경기 의정부시,지에코주유소,경기 의정부시 평화로 10,20260629,자가상표,셀프,0,2015,1815,0
A0004646,경기 의정부시,착한주유소,경기 의정부시 호국로 1097,20260629,HD현대오일뱅크,셀프,0,1979,1979,0
A0009972,경기 의정부시,포스타주유소,경기 의정부시 금신로 300,20260629,S-OIL,셀프,0,1909,1889,0
A0004310,경기 의정부시,한신주유소,경기 의정부시 시민로 473 (용현동),20260629,GS칼텍스,셀프,2488,2006,2003,1690
A0004231,경기 의정부시,호원IC주유소,경기 의정부시 경의로 5 (의정부동),20260629,GS칼텍스,셀프,2438,1968,1948,0
A0004232,경기 의정부시,훼미리주유소,경기 의정부시 동일로 207 (장암동),20260629,S-OIL,셀프,2297,1846,1826,0
A0004551,경기 의정부시,흥산에너지,경기 의정부시 금신로 91 (신곡동),20260629,GS칼텍스,셀프,0,1865,1828,0
A0003986,경기 이천시,(주)GS파트너주유소,경기 이천시 호법면 중부대로 908-3,20260629,GS칼텍스,셀프,2445,1975,1949,1550
A0033022,경기 이천시,(주)글로벌산업주유소,경기 이천시 대산로 311,20260629,SK에너지,셀프,0,1998,1995,0
A0004162,경기 이천시,(주)도예주유소,경기 이천시 경충대로 3058 (사음동),20260629,SK에너지,일반,0,1890,1880,1600
A0003601,경기 이천시,(주)세종하이닉스 세종주유소,경기도 이천시 백사면 이여로 481,20260629,HD현대오일뱅크,일반,0,1968,1958,1650
A0004168,경기 이천시,(주)스카이에너지,경기 이천시 경충대로 2902 (사음동),20260629,HD현대오일뱅크,셀프,0,1953,1953,0
A0004020,경기 이천시,(주)영화에너지,경기 이천시 대월면 경충대로 1597,20260629,HD현대오일뱅크,셀프,0,1998,1998,0
A0004077,경기 이천시,(주)오늘에이엠씨 오늘주유소 아미점,경기 이천시 대월면 경충대로 1960,20260629,HD현대오일뱅크,셀프,0,1875,1855,0
A0003485,경기 이천시,(주)유공 모전주유소,경기 이천시 백사면 이여로 121,20260629,SK에너지,일반,0,2049,2039,1650
A0003492,경기 이천시,21세기주유소,경기 이천시 부발읍 경충대로 1896,20260629,GS칼텍스,셀프,2399,1998,1988,0
A0004188,경기 이천시,CJ대한통운㈜ 덕평톨게이트주유소,경기 이천시 마장면 덕평로 971,20260629,GS칼텍스,셀프,0,1989,1989,1550
A0003882,경기 이천시,HD현대오일뱅크㈜직영 서이천주유소,경기 이천시 신둔면 서이천로 811,20260629,HD현대오일뱅크,일반,0,1927,1909,1630
A0004071,경기 이천시,HD현대오일뱅크㈜직영 신둔주유소,경기 이천시 신둔면 경충대로 3126,20260629,HD현대오일뱅크,일반,0,1927,1909,1630
A0004184,경기 이천시,KH에너지㈜직영 마장프리미엄주유소(통영방향),경기 이천시 마장면 중부고속도로 82,20260629,SK에너지,일반,0,2079,2069,0
A0004161,경기 이천시,KH에너지㈜직영 마장프리미엄주유소(하남방향),경기도 이천시 마장면 중부고속도로 82,20260629,SK에너지,일반,2389,2079,2069,0
A0003833,경기 이천시,SK대동주유소,경기 이천시 갈산로 39,20260629,SK에너지,셀프,0,1998,0,0
A0004201,경기 이천시,SK에너지(주) 뉴마장주유소,경기 이천시 서이천로 393,20260629,SK에너지,일반,0,1862,1809,1540
A0003948,경기 이천시,㈜낙원 백사점,경기 이천시 백사면 이여로 388,20260629,S-OIL,셀프,0,1895,1885,0
A0003979,경기 이천시,㈜싸이먼 주유소(이천),경기 이천시 진상미로 1848,20260629,S-OIL,셀프,0,1985,1935,0
A0004143,경기 이천시,㈜엘제이에너지 이천주유소,경기 이천시 부발읍 경충대로 2268,20260629,S-OIL,셀프,0,1985,1985,0
A0004205,경기 이천시,㈜오늘에너지 명품점,경기 이천시 부발읍 중부대로 2014 (부발읍),20260629,HD현대오일뱅크,셀프,2295,1875,1855,0
A0000020,경기 이천시,㈜하이테크산업 이천주유소,경기 이천시 설성면 서동대로 8219,20260629,SK에너지,셀프,0,1859,1859,0
A0008980,경기 이천시,㈜현대가스텍 일품주유소,경기 이천시 중부대로 644,20260629,HD현대오일뱅크,셀프,0,1869,1849,0
A0004146,경기 이천시,갤러리주유소,경기 이천시 부발읍 중부대로 1701-24,20260629,S-OIL,일반,0,1899,1899,1650
A0003603,경기 이천시,고담주유소,경기 이천시 진상미로 2168 (고담동),20260629,알뜰주유소,셀프,0,1935,1928,1590
A0032665,경기 이천시,고려주유소,경기 이천시 마장면 덕평로 1008,20260629,S-OIL,셀프,0,1949,1939,0
A0004155,경기 이천시,광신직영(랜드마크셀프),경기 이천시 모가면 사실로 878,20260629,S-OIL,셀프,0,1935,1929,0
A0003622,경기 이천시,굿모닝주유소,경기 이천시 모가면 진상미로 1586,20260629,HD현대오일뱅크,일반,0,1959,1959,0
A0003797,경기 이천시,금강주유소,경기 이천시 진상미로 1752,20260629,HD현대오일뱅크,셀프,0,1939,1935,1650
A0001036,경기 이천시,남이천주유소,경기 이천시 진상미로 1871 (단월동),20260629,GS칼텍스,일반,0,2047,2047,1650
A0003952,경기 이천시,뉴이천주유소,경기 이천시 황무로 715 (사음동),20260629,GS칼텍스,일반,0,1888,1878,0
A0003641,경기 이천시,대림주유소,경기 이천시 장호원읍 장여로 361,20260629,S-OIL,일반,0,1999,1999,1600
A0004061,경기 이천시,대보건설㈜이천(하남)주유소/충전소,경기 이천시 신둔면 서이천로853번길 346-129,20260629,알뜰(ex),셀프,0,1864,1996,0
A0004198,경기 이천시,대보에너지㈜행운을주는주유소,경기 이천시 호법면 중부대로 915,20260629,SK에너지,셀프,0,1969,1949,0
A0032666,경기 이천시,대월농협주유소,경기 이천시 대월면 대월로 795,20260629,NH-OIL,일반,0,2015,1999,1650
A0003487,경기 이천시,대월주유소,경기 이천시 대월면 대월로 673,20260629,SK에너지,일반,0,2058,2047,0
A0004176,경기 이천시,덕평(양방향)주유소충전소,경기 이천시 마장면 덕이로154번길 287-74,20260629,SK에너지,셀프,2497,2148,2136,0
A0004210,경기 이천시,덕평주유소,경기 이천시 마장면 덕평로 812,20260629,GS칼텍스,셀프,2445,1995,1985,1550
A0017419,경기 이천시,동국 미래주유소,경기 이천시 이섭대천로 1367,20260629,HD현대오일뱅크,셀프,0,1879,1889,0
A0003755,경기 이천시,동산주유소,경기 이천시 장호원읍 경충대로 590,20260629,HD현대오일뱅크,셀프,0,2028,2018,0
A0002163,경기 이천시,동신주유소,경기 이천시 모가면 진상미로 1235,20260629,SK에너지,일반,0,2027,2018,1600
A0010224,경기 이천시,두무재주유소,경기 이천시 부발읍 중부대로 2042,20260629,SK에너지,일반,0,1978,1978,1550
A0003624,경기 이천시,뛰뛰빵빵주유소,경기 이천시 호법면 이섭대천로 866,20260629,GS칼텍스,셀프,2555,1995,1995,1650
A0003486,경기 이천시,마국주유소,경기 이천시 모가면 사실로 724,20260629,SK에너지,일반,0,2029,2009,0
A0004036,경기 이천시,마장농협주유소,경기 이천시 마장면 덕평로 1072,20260629,NH-OIL,일반,0,2025,2023,1650
A0010893,경기 이천시,마장주유소,경기 이천시 마장면 서이천로 564,20260629,SK에너지,일반,0,1995,1955,1700
A0003998,경기 이천시,마장주유소,경기 이천시 마장면 중부대로 685,20260629,HD현대오일뱅크,일반,0,1995,1975,0
A0003626,경기 이천시,명호주유소,경기 이천시 부발읍 중부대로 1744,20260629,GS칼텍스,셀프,0,1895,1885,0
A0004034,경기 이천시,모가농협주유소,경기 이천시 모가면 진상미로 1187,20260629,NH-OIL,일반,0,2029,2019,1600
A0007248,경기 이천시,무촌주유소,경기 이천시 부발읍 황무로 1279,20260629,GS칼텍스,일반,0,1998,1987,0
A0005799,경기 이천시,민들레주유소,경기 이천시 장호원읍 경충대로 111,20260629,SK에너지,일반,0,2045,2035,0
A0004047,경기 이천시,부발농협주유소,경기 이천시 부발읍 무촌로 173,20260629,NH-OIL,일반,0,1999,1995,1650
A0003634,경기 이천시,삼성주유소,경기 이천시 율면 일생로 851,20260629,S-OIL,셀프,0,1958,2028,1600
A0033470,경기 이천시,상영주유소,경기 이천시 호법면 덕평로 225,20260629,GS칼텍스,셀프,0,2018,2018,1600
A0003511,경기 이천시,새천년주유소,경기 이천시 마장면 중부대로533번길 28,20260629,GS칼텍스,일반,0,2038,2018,1600
A0003848,경기 이천시,서진주유소,경기 이천시 황무로 745 (송정동),20260629,SK에너지,셀프,0,1889,1859,0
A0003476,경기 이천시,선읍주유소,경기 이천시 장호원읍 경충대로 399,20260629,SK에너지,일반,0,2045,2035,1700
A0004048,경기 이천시,설성농협주유소,경기 이천시 설성면 진상미로 690 (설성면),20260629,NH-OIL,일반,0,2029,2019,1600
A0003889,경기 이천시,세계로주유소,경기 이천시 부발읍 경충대로 2165,20260629,SK에너지,일반,0,2078,2068,0
A0003918,경기 이천시,송정주유소,경기 이천시 증신로 302 (송정동),20260629,S-OIL,셀프,0,1999,1999,1600
A0003448,경기 이천시,수경주유소,경기 이천시 이섭대천로 1324,20260629,S-OIL,셀프,0,1949,1939,0
A0003992,경기 이천시,쉼터주유소,경기 이천시 부발읍 경충대로 1821,20260629,S-OIL,셀프,0,1955,1849,0
A0000242,경기 이천시,스피드 이천 주유소,경기 이천시 마장면 중부대로 560,20260629,GS칼텍스,셀프,2445,1969,1949,0
A0003990,경기 이천시,승승장구주유소,경기 이천시 마장면 서이천로 683,20260629,S-OIL,일반,0,1998,1908,0
A0004044,경기 이천시,신둔농협주유소,경기 이천시 신둔면 원적로 441,20260629,NH-OIL,일반,0,2014,1999,1600
A0003676,경기 이천시,신하주유소,경기 이천시 부발읍 경충대로 2182,20260629,GS칼텍스,셀프,0,1998,1998,0
A0004113,경기 이천시,씨앤에스유통(주)구도일주유소전국,경기 이천시 부발읍 경충대로 2315,20260629,S-OIL,셀프,0,1984,1984,1520
A0006482,경기 이천시,오늘주유소 고백점,경기 이천시 부발읍 중부대로 2033,20260629,HD현대오일뱅크,셀프,0,1875,1855,0
A0009108,경기 이천시,오일스토리 관리주유소,경기 이천시 마장면 마도로 263,20260629,HD현대오일뱅크,일반,0,1959,1923,0
A0003588,경기 이천시,오천주유소,경기 이천시 마장면 서이천로 224,20260629,SK에너지,셀프,0,2034,2023,0
A0003857,경기 이천시,우리주유소,경기 이천시 신둔면 경충대로 3282,20260629,S-OIL,일반,0,1958,1958,0
A0004035,경기 이천시,율면농협주유소,경기 이천시 율면 고당로 96,20260629,NH-OIL,일반,0,2029,2019,1600
A0004004,경기 이천시,이천강가주유소/충전소,경기 이천시 부발읍 중부대로 1782,20260629,알뜰주유소,셀프,0,1995,1965,1620
A0003443,경기 이천시,이천고속주유소,경기 이천시 경충대로 2940 (사음동),20260629,S-OIL,셀프,0,1949,1949,0
A0004045,경기 이천시,이천농협주유소,경기 이천시 백사면 이여로 176,20260629,NH-OIL,일반,0,2019,1999,1650
A0004057,경기 이천시,이천동신주유소,경기 이천시 경충대로 2734 (관고동),20260629,SK에너지,일반,0,1998,1997,0
A0004051,경기 이천시,이천신협주유소,경기 이천시 중리천로 141 (중리동),20260629,SK에너지,일반,2539,2019,1999,1550
A0004017,경기 이천시,이천월드주유소,경기 이천시 경충대로 2731 (관고동),20260629,GS칼텍스,셀프,0,2035,2045,1650
A0003989,경기 이천시,이케이에너지(주) 신원주유소,경기 이천시 부발읍 중부대로 1921,20260629,HD현대오일뱅크,셀프,0,1869,1849,0
A0009098,경기 이천시,이케이에너지㈜ 마장주유소,경기 이천시 마장면 중부대로 88,20260629,HD현대오일뱅크,셀프,0,1869,1849,0
A0004088,경기 이천시,이케이에너지㈜ 이천(하)주유소/충전소,경기 이천시 마장면 중부대로609번길 244-35,20260629,알뜰(ex),셀프,0,1875,1874,0
A0003617,경기 이천시,이평에너지,경기 이천시 마장면 덕평로 760,20260629,HD현대오일뱅크,일반,0,2023,2025,1650
A0004050,경기 이천시,장호원농협주유소,경기 이천시 장호원읍 경충대로 162,20260629,NH-OIL,일반,0,2029,2019,1600
A0004137,경기 이천시,장호원주유소,경기 이천시 장호원읍 서동대로 8420,20260629,GS칼텍스,셀프,0,1996,1929,0
A0004197,경기 이천시,주식회사로얄주유소,경기 이천시 애련정로 13,20260629,GS칼텍스,일반,0,1999,2009,1600
A0003475,경기 이천시,진암주유소,경기 이천시 장호원읍 서동대로 8777,20260629,SK에너지,일반,0,2065,2058,1700
A0003710,경기 이천시,코리아주유소,경기 이천시 진상미로 1726 (대포동),20260629,HD현대오일뱅크,일반,0,1968,1998,0
A0003902,경기 이천시,하나K주유소,경기 이천시 진상미로 2355 (장록동),20260629,SK에너지,셀프,0,1998,1988,1700
A0003763,경기 이천시,한길설성주유소,경기 이천시 설성면 진상미로 644,20260629,SK에너지,일반,0,1999,1999,0
A0033581,경기 이천시,한길송정주유소,경기도 이천시 황무로 746(송정동),20260629,SK에너지,셀프,2499,1889,1859,0
A0033562,경기 이천시,한길주유소,경기 이천시 증신로 42,20260629,SK에너지,셀프,2449,1889,1859,0
A0004160,경기 이천시,한들주유소,경기 이천시 모가면 진상미로 1483,20260629,GS칼텍스,일반,0,2000,1995,0
A0004123,경기 이천시,한림주유소,경기 이천시 부발읍 황무로 2046,20260629,GS칼텍스,일반,0,2010,2010,0
A0003633,경기 이천시,해동주유소,경기 이천시 이섭대천로 1366,20260629,SK에너지,일반,0,1935,1945,0
A0004033,경기 이천시,호법농협주유소,경기 이천시 호법면 이섭대천로 531,20260629,NH-OIL,일반,0,2029,2019,1650
A0003714,경기 이천시,황제주유소,경기 이천시 부발읍 경충대로 2064,20260629,SK에너지,일반,0,2068,2038,1700
A0005451,경기 파주시,(주)골밭 문산주유소,경기 파주시 문산읍 율곡로 25,20260629,GS칼텍스,셀프,0,1999,1999,1500
A0008605,경기 파주시,(주)디오티디 파주댕댕이주유소,경기 파주시 파주로 72 (문발동),20260629,S-OIL,셀프,0,1892,1892,0
A0008446,경기 파주시,(주)디오티디 파주태권브이주유소,경기 파주시 평화로 128 (금촌동),20260629,HD현대오일뱅크,셀프,0,1929,1919,0
A0008614,경기 파주시,(주)소모 파주주유소,경기 파주시 탄현면 엘지로 615,20260629,GS칼텍스,일반,0,1995,1995,1500
A0005515,경기 파주시,(주)신흥 신흥주유소,경기 파주시 중앙로 68 (금능동),20260629,GS칼텍스,일반,0,1989,1989,0
A0008595,경기 파주시,(주)엘피엘,경기 파주시 탄현면 방촌로 1007,20260629,GS칼텍스,셀프,0,1999,1999,1500
A0008551,경기 파주시,(주)제이에스에너지,경기 파주시 탄현면 평화로 731,20260629,SK에너지,셀프,0,1995,1995,0
A0008253,경기 파주시,(주)창조 신화문산주유소,경기 파주시 문산읍 통일로 1752-79,20260629,S-OIL,셀프,0,2038,2028,0
A0000641,경기 파주시,(주)케이에스엠 한빛셀프주유소,경기 파주시 문산읍 방촌로 1613,20260629,HD현대오일뱅크,셀프,2339,1962,1947,0
A0008639,경기 파주시,HD현대오일뱅크㈜직영 동패셀프주유소,경기 파주시 동서대로 367,20260629,HD현대오일뱅크,셀프,2340,1899,1889,0
A0008643,경기 파주시,HD현대오일뱅크㈜직영 운정셀프주유소,경기 파주시 미래로 374 (야당동),20260629,HD현대오일뱅크,셀프,2290,1899,1889,0
A0033686,경기 파주시,HD현대오일뱅크㈜직영 운정호수셀프주유소,경기 파주 동서대로 532,20260629,HD현대오일뱅크,셀프,2290,1897,1887,1595
A0008469,경기 파주시,KH에너지㈜직영 천운주유소,경기 파주시 파주읍 충현로 8,20260629,SK에너지,셀프,0,1867,1857,1700
A0008602,경기 파주시,LCD주유소,경기 파주시 탄현면 엘지로 640,20260629,GS칼텍스,셀프,2397,1978,1929,0
A0001006,경기 파주시,㈜JS 프라임주유소,경기 파주시 교하읍 교하로 434,20260629,SK에너지,셀프,0,1857,1857,1500
A0008641,경기 파주시,㈜디오티디 파주고라니주유소,경기도 파주시 파주로 66,20260629,HD현대오일뱅크,셀프,2284,1897,1897,0
A0032820,경기 파주시,㈜디오티디 파주마징가주유소,경기 파주시 월롱면 엘지로 105,20260629,HD현대오일뱅크,셀프,0,1879,1869,0
A0016313,경기 파주시,㈜아이디오일 고래주유소,경기 파주시 조리읍 통일로 517,20260629,S-OIL,셀프,2284,1929,1919,0
A0033007,경기 파주시,㈜에스지에너지주유소,경기 파주시 책향기로 640,20260629,HD현대오일뱅크,셀프,0,1958,1938,0
A0005156,경기 파주시,㈜운정구도일,경기 파주시 경의로 1571,20260629,S-OIL,셀프,2284,1929,1919,0
A0033034,경기 파주시,㈜준은로지스틱스 그레이스에너지,경기 파주시 적성면 율곡로 1466,20260629,S-OIL,셀프,0,1977,1937,1600
A0005280,경기 파주시,㈜진우에너지 자유로주유소,경기 파주시 재두루미길 622,20260629,GS칼텍스,셀프,0,1874,1874,0
A0008626,경기 파주시,㈜케이알산업 파주출판도시자유로주유소,경기 파주시 자유로 2210,20260629,S-OIL,셀프,0,1996,1996,0
A0008652,경기 파주시,㈜현대가스텍 파동주유소,경기 파주시 통일로 645,20260629,HD현대오일뱅크,셀프,0,1895,1895,0
A0000710,경기 파주시,가원주유소,경기 파주시 탄현면 엘지로 635,20260629,SK에너지,셀프,0,1897,1897,1650
A0008580,경기 파주시,갈곡 주유소,경기 파주시 법원읍 화합로 343,20260629,SK에너지,일반,0,2038,2028,0
A0005085,경기 파주시,고향길주유소,경기 파주시 문산읍 통일로 1875,20260629,HD현대오일뱅크,일반,0,2038,2028,1700
A0008607,경기 파주시,광탄농협주유소,경기 파주시 광탄면 신산리 동거리길 41,20260629,NH-OIL,일반,0,2028,2018,1600
A0005090,경기 파주시,광탄셀프주유소,경기 파주시 광탄면 혜음로 1178,20260629,SK에너지,셀프,0,1995,1990,0
A0008624,경기 파주시,교하셀프주유소,경기 파주시 교하읍 교하로 926,20260629,HD현대오일뱅크,셀프,2290,1897,1897,1590
A0008493,경기 파주시,굿모닝주유소,경기 파주시 파주읍 우계로 299,20260629,알뜰주유소,셀프,0,1969,1945,0
A0000451,경기 파주시,금곡주유소,경기 파주시 법원읍 술이홀로 1265,20260629,S-OIL,일반,0,1999,1969,2000
A0008608,경기 파주시,금촌농협주유소,경기 파주시 평화로 240 (야동동),20260629,NH-OIL,셀프,0,1949,1939,1590
A0008513,경기 파주시,금촌주유소,경기 파주시 아동로 60 (아동동),20260629,HD현대오일뱅크,일반,0,1948,1948,1520
A0008447,경기 파주시,기름나라주유소,경기 파주시 탄현면 엘지로 622,20260629,SK에너지,일반,0,2078,2078,0
A0008549,경기 파주시,능안제일주유소,경기 파주시 조리읍 대원로 276,20260629,HD현대오일뱅크,셀프,2405,1984,1923,0
A0005092,경기 파주시,대능주유소,경기 파주시 법원읍 술이홀로 750,20260629,SK에너지,일반,0,1978,1965,1600
A0008459,경기 파주시,대성에너지,경기 파주시 광탄면 보광로 814,20260629,SK에너지,셀프,0,1927,1917,1600
A0005135,경기 파주시,대원주유소,경기 파주시 적성면 청송로 1091,20260629,알뜰주유소,셀프,0,1932,1895,0
A0005055,경기 파주시,덕은셀프주유소,경기도 파주시 월롱면 엘지로 214,20260629,SK에너지,셀프,0,1964,1938,1600
A0005101,경기 파주시,도화상사은봉주유소,경기 파주시 평화로 260,20260629,GS칼텍스,일반,0,2035,2035,0
A0008648,경기 파주시,동일석유㈜ 교하동일주유소,경기 파주시 파주로 63,20260629,SK에너지,셀프,0,1897,1897,0
A0008647,경기 파주시,동일석유㈜ 운정동일주유소,경기 파주시 파주로 70,20260629,SK에너지,셀프,0,1897,1897,0
A0008568,경기 파주시,등원주유소,경기 파주시 조리읍 등원로 57,20260629,S-OIL,일반,0,2028,2018,0
A0006546,경기 파주시,명성주유소,경기 파주시 법원읍 사임당로 935,20260629,S-OIL,일반,0,2500,2500,2000
A0008582,경기 파주시,명품주유소,경기 파주시 금월로 130,20260629,GS칼텍스,일반,2495,1929,1919,0
A0033147,경기 파주시,문발셀프주유소,경기 파주시 파주로 41,20260629,SK에너지,셀프,0,1983,1998,1658
A0001864,경기 파주시,백운주유소,경기 파주시 조리읍 등원로 341,20260629,GS칼텍스,셀프,0,1968,1943,1580
A0005096,경기 파주시,법원주유소,경기 파주시 법원읍 사임당로 882,20260629,GS칼텍스,일반,0,2048,2048,0
A0005471,경기 파주시,봉암주유소,경기 파주시 파주읍 주라위길 278,20260629,S-OIL,일반,0,1978,1977,0
A0005478,경기 파주시,봉일천주유소,경기 파주시 조리읍 봉천로 95,20260629,GS칼텍스,일반,0,2029,2027,1600
A0008535,경기 파주시,비전self주유소,경기 파주시 파주읍 우계로 152,20260629,HD현대오일뱅크,셀프,0,1894,1885,0
A0008491,경기 파주시,사랑셀프주유소,경기 파주시 탄현면 평화로 657,20260629,GS칼텍스,셀프,0,1898,1868,1630
A0008655,경기 파주시,삼미상사(주)미래로SELF주유소,경기 파주시 미래로 292 (동패동),20260629,SK에너지,셀프,0,1899,1898,0
A0005554,경기 파주시,삼미상사(주)파주역셀프주유소,경기 파주시 파주읍 통일로 1116,20260629,SK에너지,셀프,0,1879,1869,0
A0005087,경기 파주시,삼일주유소,경기 파주시 문산읍 문향로 29,20260629,HD현대오일뱅크,일반,0,1866,1856,1600
A0006179,경기 파주시,서경주유소,경기 파주시 중앙로 90 (금능동),20260629,SK에너지,셀프,0,1969,1943,1600
A0000695,경기 파주시,성동IC주유소,경기 파주시 탄현면 새오리로,20260629,SK에너지,셀프,0,1896,1886,1600
A0005152,경기 파주시,세광주유소,경기 파주시 광탄면 부흥로 303,20260629,SK에너지,일반,0,2015,1995,1600
A0010150,경기 파주시,세원5주유소,경기 파주시 파평면 율곡로 1363,20260629,SK에너지,셀프,0,1934,1923,0
A0005084,경기 파주시,세종석유,경기 파주시 법원읍 자운서원로 436,20260629,S-OIL,셀프,0,1894,1853,1650
A0008452,경기 파주시,수향셀프주유소,경기 파주시 법원읍 사임당로 680,20260629,SK에너지,셀프,0,1865,1855,1600
A0007389,경기 파주시,승채주유소,경기도 파주시 월롱면 통일로 824,20260629,S-OIL,일반,0,1998,1998,0
A0005097,경기 파주시,신산주유소,경기 파주시 광탄면 혜음로 964,20260629,GS칼텍스,셀프,0,1995,1997,0
A0005447,경기 파주시,신성엘피지허브㈜,경기 파주시 문산읍 통일로 1712,20260629,SK에너지,셀프,0,1998,1998,0
